img_path,phase,cell_line,cell_line_sex,passage,treatment,treatment_raw,magnification,flask_size,o2_percent,seeding_density,microscope,image_date,extension,study_part,percent_oxygen,treatment_norm,time_point_x,sample_id,time_point_y,pdl,pdl_norm,pdl_bin,percent_lifespan,clinical_condition,donor_age,cell_type,days_grown,telomere_length,mtdna_cn,cell_size,cell_volume,seahorse_respiration,seahorse_ecar,rnaseq_id,methylation_basename,clock_horvath1,clock_phenoage,clock_grimage,clock_mitotic,clock_dnamtl,clock_dnamsen,clock_dunedin,has_image,has_pdl,has_rna,has_methylation,has_telomere,has_mtdna,n_modalities,unmatched_reason,rna_geo_sample_id,rna_title,rna_source_name,rna_organism,rna_geo_accession,rna_char_study_sample_id,rna_char_cell_line_group,rna_char_unique_variable_name,rna_char_cell_line,rna_char_inhouse_cell_line_name,rna_char_cell_type,rna_char_sex,rna_char_clinical_condition,rna_char_donor_age,rna_char_study_part,rna_char_replicate_line,rna_char_treatments,rna_char_percent_oxygen,rna_char_date_of_passage,rna_char_time_of_passage,rna_char_pre_designated_time_point_udays,rna_char_passage,rna_char_pre_study_passages_udivisions,rna_char_days_grown_udays,rna_char_days_per_passage_udays,rna_char_cells_plated_umillioncells,rna_char_cells_counted_with_dead_umillioncells,rna_char_divisions_per_passage_udoublings,rna_char_population_doublings_utotal_divisions,rna_char_population_doubling_time_uhours_per_division,rna_char_rnaseq_well_position,rna_char_rnaseq_count_uread_transcripts,rna_char_rnaseq_yield,rna_char_rnaseq_quality,rna_char_rnaseq_base_30,rna_char_rnaseq_rin,rna_char_rnaseq_rnatotal_ng,rna_char_rnaseq_dv200,rna_char_rnaseq_dna_ng,rna_supplementary_files,rna_char_notes,meth_geo_sample_id,meth_title,meth_source_name,meth_organism,meth_geo_accession,meth_char_study_sample_id,meth_char_cell_line_group,meth_char_unique_variable_name,meth_char_cell_line_inhouse,meth_char_cell_line,meth_char_cell_type,meth_char_sex,meth_char_clinical_condition,meth_char_donor_age,meth_char_study_part,meth_char_replicate_line,meth_char_treatments,meth_char_percent_oxygen,meth_char_date_of_collection,meth_char_time_of_day,meth_char_pre_designated_time_point_udays,meth_char_passage,meth_char_pre_study_passages_udivisions,meth_char_days_grown_udays,meth_char_days_after_treatment_udays,meth_char_days_per_passage_udays,meth_char_cells_plated_umillioncells,meth_char_cells_counted_with_dead_umillioncells,meth_char_divisions_per_passage_udoublings,meth_char_population_doublings_utotal_divisions,meth_char_population_doubling_time_uhours_per_division,meth_char_dneasy_batch,meth_char_sample_plate,meth_char_slide,meth_char_array,meth_char_well,meth_supplementary_files,meth_char_notes,fold,fold_role
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-08-24/hFB12, P5, 1Mcells, t175, 4-days growth, 20x.jpg",PhaseII,hFB12,,5,Control,Control,20,175.0,,1Mcells,,,.jpg,2,21,Control,,317.0,,11.76,0.1718042366665916,early,,Normal,18.0,Primary Human Fibroblast (breast),16.33,,,26.26,9481.63,,,,,,,,,,,,True,True,False,False,False,False,0,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-08-24/hFB12, P5, 1Mcells, t175, 4-days growth, 10x.jpg",PhaseII,hFB12,,5,Control,Control,10,175.0,,1Mcells,,,.jpg,2,21,Control,,317.0,,11.76,0.1718042366665916,early,,Normal,18.0,Primary Human Fibroblast (breast),16.33,,,26.26,9481.63,,,,,,,,,,,,True,True,False,False,False,False,0,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2019-02-13/hFB12, CTRL, P34, 2Mcells, 7-days growth, 20x.jpg",PhaseII,hFB12,,34,Control,CTRL,20,,,2Mcells,,,.jpg,2,21,Control,,346.0,,63.69,0.930460189906056,late,,Normal,18.0,Primary Human Fibroblast (breast),188.29,0.46,592.98,21.69,5342.9,,,,203774260151_R02C01,7.75,42.78,41.81,431.24,5.59,1.13,0.594313932,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435188,Methylation_HC1_sp2_Normal_Control_ox21_p34,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,346.0,HC1_sp2_Normal_Control_ox21,HC1_sp2_Normal_Control_ox21_p34,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18.0,2.0,1.0,Control,21.0,2019-02-13,23:00,,34.0,1.0,188.2916667,171.9583334,7.416666667,1.0,2.09952,0.070059531,63.68576017,2540.696414,5.0,WG6994408-MSA4,203774260151.0,R02C01,B07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435188/suppl/GSM5435188_203774260151_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435188/suppl/GSM5435188_203774260151_R02C01_Red.idat.gz,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2019-02-13/hFB12, CTRL, P34, 2Mcells, 7-days growth, 10x.jpg",PhaseII,hFB12,,34,Control,CTRL,10,,,2Mcells,,,.jpg,2,21,Control,,346.0,,63.69,0.930460189906056,late,,Normal,18.0,Primary Human Fibroblast (breast),188.29,0.46,592.98,21.69,5342.9,,,,203774260151_R02C01,7.75,42.78,41.81,431.24,5.59,1.13,0.594313932,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435188,Methylation_HC1_sp2_Normal_Control_ox21_p34,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,346.0,HC1_sp2_Normal_Control_ox21,HC1_sp2_Normal_Control_ox21_p34,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18.0,2.0,1.0,Control,21.0,2019-02-13,23:00,,34.0,1.0,188.2916667,171.9583334,7.416666667,1.0,2.09952,0.070059531,63.68576017,2540.696414,5.0,WG6994408-MSA4,203774260151.0,R02C01,B07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435188/suppl/GSM5435188_203774260151_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435188/suppl/GSM5435188_203774260151_R02C01_Red.idat.gz,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2019-02-13/hFB14, CTRL, P32, 500kcells, 45-days growth, 10x, senscence.jpg",PhaseII,hFB14,,32,Control,CTRL,10,,,500kcells,,,.jpg,2,21,Control,,423.0,,43.95,0.9779706274815763,late,,Normal,0.0,Primary Human Fibroblast (foreskin),188.71,0.32,965.17,16.06,2168.88,,,,203784950082_R01C01,61.28,56.14,26.75,365.54,5.1,8.72,0.85249765,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435212,Methylation_HC3_sp2_Normal_Control_ox21_p32,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179847,423.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p32,hFB14,HC3,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,1.0,Control,21.0,2019-02-13,22:00,,32.0,5.0,188.7083333,171.4583333,48.33333333,0.5,1.617,1.693319679,43.95399866,685.044894,6.0,WG6994416-MSA4,203784950082.0,R01C01,A08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435212/suppl/GSM5435212_203784950082_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435212/suppl/GSM5435212_203784950082_R01C01_Red.idat.gz,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2019-02-13/hFB14, CTRL, P32, 500kcells, 45-days growth, 20x, senscence.jpg",PhaseII,hFB14,,32,Control,CTRL,20,,,500kcells,,,.jpg,2,21,Control,,423.0,,43.95,0.9779706274815763,late,,Normal,0.0,Primary Human Fibroblast (foreskin),188.71,0.32,965.17,16.06,2168.88,,,,203784950082_R01C01,61.28,56.14,26.75,365.54,5.1,8.72,0.85249765,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435212,Methylation_HC3_sp2_Normal_Control_ox21_p32,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179847,423.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p32,hFB14,HC3,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,1.0,Control,21.0,2019-02-13,22:00,,32.0,5.0,188.7083333,171.4583333,48.33333333,0.5,1.617,1.693319679,43.95399866,685.044894,6.0,WG6994416-MSA4,203784950082.0,R01C01,A08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435212/suppl/GSM5435212_203784950082_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435212/suppl/GSM5435212_203784950082_R01C01_Red.idat.gz,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-17/hFB14, CTRL, P19, 1-5Mcells, t175, 5-days growth, 20x.jpg",PhaseII,hFB14,,19,Control,CTRL,20,175.0,,1-5Mcells,,,.jpg,2,21,Control,,410.0,,37.26,0.829105473946838,late,,Normal,0.0,Primary Human Fibroblast (foreskin),70.13,,,22.34,5837.79,47.95,14.03,46.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435636,HC3_sp2_Normal_Control_ox21_p19,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179848,410.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p19,HC3,hFB14,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,0.0,Control,21.0,2018-10-17,15:00,,19.0,5.0,70.125,5.125,1.5,3.9933,1.412618959,37.26163781,87.0723129,5.0,38138407.0,11442.0,35.51,91.96,10.0,1467.2,84.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-17/hFB14, CTRL, P19, 1-5Mcells, t175, 5-days growth, 10x.jpg",PhaseII,hFB14,,19,Control,CTRL,10,175.0,,1-5Mcells,,,.jpg,2,21,Control,,410.0,,37.26,0.829105473946838,late,,Normal,0.0,Primary Human Fibroblast (foreskin),70.13,,,22.34,5837.79,47.95,14.03,46.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435636,HC3_sp2_Normal_Control_ox21_p19,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179848,410.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p19,HC3,hFB14,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,0.0,Control,21.0,2018-10-17,15:00,,19.0,5.0,70.125,5.125,1.5,3.9933,1.412618959,37.26163781,87.0723129,5.0,38138407.0,11442.0,35.51,91.96,10.0,1467.2,84.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-31/hFB13, CTRL, P18, 1Mcells, 5-days growth, 10x.jpg",PhaseII,hFB13,,18,Control,CTRL,10,,,1Mcells,,,.jpg,2,21,Control,,372.0,,58.19,0.719816922306781,late,,Normal,18.0,Primary Human Fibroblast (breast),83.17,,,25.28,8459.21,,,36.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435626,HC2_sp2_Normal_Control_ox21_p18,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,372.0,HC2_sp2_Normal_Control_ox21,HC2_sp2_Normal_Control_ox21_p18,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18.0,2.0,1.0,Control,21.0,2018-10-31,16:00,,18.0,1.0,83.16666667,4.875,1.0,5.1255,2.357692748,58.1850515,49.62478681,4.0,38202482.0,11461.0,35.51,92.02,10.0,1654.8,83.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-31/hFB12, CTRL, P18, 1-5Mcells, 5-days growth, 10x.jpg",PhaseII,hFB12,,18,Control,CTRL,10,,,1-5Mcells,,,.jpg,2,21,Control,,330.0,,49.15,0.7180423666805252,late,,Normal,18.0,Primary Human Fibroblast (breast),83.08,,,25.875,9070.68,58.08,7.56,25.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435615,HC1_sp2_Normal_Control_ox21_p18,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,330.0,HC1_sp2_Normal_Control_ox21,HC1_sp2_Normal_Control_ox21_p18,HC1,hFB12,Primary Human Fibroblast (breast),male,Normal,18.0,2.0,1.0,Control,21.0,2018-10-31,12:00,,18.0,1.0,83.08333333,5.041666667,1.5,6.045075,2.010797738,49.15160019,60.1751224,3.0,40051254.0,12016.0,35.52,91.97,9.9,1713.15,84.88,121.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-31/hFB13, CTRL, P18, 1Mcells, 5-days growth, 20x.jpg",PhaseII,hFB13,,18,Control,CTRL,20,,,1Mcells,,,.jpg,2,21,Control,,372.0,,58.19,0.719816922306781,late,,Normal,18.0,Primary Human Fibroblast (breast),83.17,,,25.28,8459.21,,,36.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435626,HC2_sp2_Normal_Control_ox21_p18,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,372.0,HC2_sp2_Normal_Control_ox21,HC2_sp2_Normal_Control_ox21_p18,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18.0,2.0,1.0,Control,21.0,2018-10-31,16:00,,18.0,1.0,83.16666667,4.875,1.0,5.1255,2.357692748,58.1850515,49.62478681,4.0,38202482.0,11461.0,35.51,92.02,10.0,1654.8,83.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-31/hFB12, CTRL, P18, 1-5Mcells, 5-days growth, 20x.jpg",PhaseII,hFB12,,18,Control,CTRL,20,,,1-5Mcells,,,.jpg,2,21,Control,,330.0,,49.15,0.7180423666805252,late,,Normal,18.0,Primary Human Fibroblast (breast),83.08,,,25.875,9070.68,58.08,7.56,25.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435615,HC1_sp2_Normal_Control_ox21_p18,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,330.0,HC1_sp2_Normal_Control_ox21,HC1_sp2_Normal_Control_ox21_p18,HC1,hFB12,Primary Human Fibroblast (breast),male,Normal,18.0,2.0,1.0,Control,21.0,2018-10-31,12:00,,18.0,1.0,83.08333333,5.041666667,1.5,6.045075,2.010797738,49.15160019,60.1751224,3.0,40051254.0,12016.0,35.52,91.97,9.9,1713.15,84.88,121.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2019-01-23/hFB14, CTRL, P31, 500kcells, 28-days growth, senescence, 20x.jpg",PhaseII,hFB14,,31,Control,CTRL,20,,,500kcells,,,.jpg,2,21,Control,,422.0,,42.26,0.9403649309982118,late,,Normal,0.0,Primary Human Fibroblast (foreskin),140.38,,,21.355,5099.14,46.86,13.52,49.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435639,HC3_sp2_Normal_Control_ox21_p31,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179848,422.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p31,HC3,hFB14,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,0.0,Control,21.0,2018-12-27,14:00,,31.0,5.0,140.375,10.04166667,0.5,2.5775925,0.044096106,42.26067898,5465.335136,5.0,40923970.0,12277.0,35.65,92.56,9.5,1229.76,78.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2019-01-23/hFB14, CTRL, P31, 500kcells, 28-days growth, senescence, 10x.jpg",PhaseII,hFB14,,31,Control,CTRL,10,,,500kcells,,,.jpg,2,21,Control,,422.0,,42.26,0.9403649309982118,late,,Normal,0.0,Primary Human Fibroblast (foreskin),140.38,,,21.355,5099.14,46.86,13.52,49.0,,,,,,,,,True,True,True,False,False,False,1,matched,GSM5435639,HC3_sp2_Normal_Control_ox21_p31,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179848,422.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p31,HC3,hFB14,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,0.0,Control,21.0,2018-12-27,14:00,,31.0,5.0,140.375,10.04166667,0.5,2.5775925,0.044096106,42.26067898,5465.335136,5.0,40923970.0,12277.0,35.65,92.56,9.5,1229.76,78.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-07/hFB14, CTRL, P17, 1-5Mcells, t175, 5-days growth, 10x.jpg",PhaseII,hFB14,,17,Control,CTRL,10,175.0,,1-5Mcells,,,.jpg,2,21,Control,,408.0,,34.12,0.7592345349185752,late,,Normal,0.0,Primary Human Fibroblast (foreskin),60.13,0.66,340.45,24.005,7242.75,,,,203784950020_R08C01,46.7,52.08,28.1,204.71,5.24,8.95,0.834556352,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435209,Methylation_HC3_sp2_Normal_Control_ox21_p17,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179847,408.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p17,hFB14,HC3,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,1.0,Control,21.0,2018-10-07,15:00,,17.0,5.0,60.125,42.875,5.083333333,1.5,5.7888,1.948301812,34.11740113,62.61863497,6.0,WG6994409-MSA4,203784950020.0,R08C01,H03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435209/suppl/GSM5435209_203784950020_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435209/suppl/GSM5435209_203784950020_R08C01_Red.idat.gz,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-07/hFB14, CTRL, P17, 1-5Mcells, t175, 5-days growth, 20x.jpg",PhaseII,hFB14,,17,Control,CTRL,20,175.0,,1-5Mcells,,,.jpg,2,21,Control,,408.0,,34.12,0.7592345349185752,late,,Normal,0.0,Primary Human Fibroblast (foreskin),60.13,0.66,340.45,24.005,7242.75,,,,203784950020_R08C01,46.7,52.08,28.1,204.71,5.24,8.95,0.834556352,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435209,Methylation_HC3_sp2_Normal_Control_ox21_p17,Primary Human Fibroblast (foreskin),Homo sapiens,GSE179847,408.0,HC3_sp2_Normal_Control_ox21,HC3_sp2_Normal_Control_ox21_p17,hFB14,HC3,Primary Human Fibroblast (foreskin),male,Normal,0.0,2.0,1.0,Control,21.0,2018-10-07,15:00,,17.0,5.0,60.125,42.875,5.083333333,1.5,5.7888,1.948301812,34.11740113,62.61863497,6.0,WG6994409-MSA4,203784950020.0,R08C01,H03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435209/suppl/GSM5435209_203784950020_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435209/suppl/GSM5435209_203784950020_R08C01_Red.idat.gz,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-06/hFB13, CTRL, P13, 500kcells, t175, 5-days growth, 20x.jpg",PhaseII,hFB13,,13,Control,CTRL,20,175.0,,500kcells,,,.jpg,2,21,Control,,367.0,,42.76,0.5289460662972668,mid,,Normal,18.0,Primary Human Fibroblast (breast),58.13,1.42,289.0,25.845,9039.16,,,,203784950037_R04C01,49.8,16.4,47.66,179.8,5.36,3.79,0.622189579,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435196,Methylation_HC2_sp2_Normal_Control_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,367.0,HC2_sp2_Normal_Control_ox21,HC2_sp2_Normal_Control_ox21_p13,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18.0,2.0,1.0,Control,21.0,2018-10-06,15:00,,13.0,1.0,58.125,40.875,5.083333333,0.5,6.738525,3.752432834,42.75517479,32.51224083,5.0,WG6994417-MSA4,203784950037.0,R04C01,D07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435196/suppl/GSM5435196_203784950037_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435196/suppl/GSM5435196_203784950037_R04C01_Red.idat.gz,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-06/hFB13, CTRL, P13, 500kcells, t175, 5-days growth, 10x.jpg",PhaseII,hFB13,,13,Control,CTRL,10,175.0,,500kcells,,,.jpg,2,21,Control,,367.0,,42.76,0.5289460662972668,mid,,Normal,18.0,Primary Human Fibroblast (breast),58.13,1.42,289.0,25.845,9039.16,,,,203784950037_R04C01,49.8,16.4,47.66,179.8,5.36,3.79,0.622189579,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435196,Methylation_HC2_sp2_Normal_Control_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,367.0,HC2_sp2_Normal_Control_ox21,HC2_sp2_Normal_Control_ox21_p13,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18.0,2.0,1.0,Control,21.0,2018-10-06,15:00,,13.0,1.0,58.125,40.875,5.083333333,0.5,6.738525,3.752432834,42.75517479,32.51224083,5.0,WG6994417-MSA4,203784950037.0,R04C01,D07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435196/suppl/GSM5435196_203784950037_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435196/suppl/GSM5435196_203784950037_R04C01_Red.idat.gz,,1.0,1.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-06/hFB12, CTRL, P13, 1Mcells, t175, 5-days growth, 10x.jpg",PhaseII,hFB12,,13,Control,CTRL,10,175.0,,1Mcells,,,.jpg,2,21,Control,,325.0,,37.95,0.5544192841409142,mid,,Normal,18.0,Primary Human Fibroblast (breast),58.04,0.87,379.21,26.83,10112.55,,,,203784950009_R05C01,42.78,25.33,36.98,131.37,5.4,0.54,0.656732596,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435181,Methylation_HC1_sp2_Normal_Control_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,325.0,HC1_sp2_Normal_Control_ox21,HC1_sp2_Normal_Control_ox21_p13,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18.0,2.0,1.0,Control,21.0,2018-10-06,11:00,,13.0,1.0,58.04166667,41.70833334,5.083333333,1.0,6.10545,2.610097632,37.95048051,46.74154655,5.0,WG6994417-MSA4,203784950009.0,R05C01,E05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435181/suppl/GSM5435181_203784950009_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435181/suppl/GSM5435181_203784950009_R05C01_Red.idat.gz,,0.0,0.0
"/Volumes/SanDisk SSD 1TB/Storage/Data/Cellular_Lifespan_Study_Brightfield_Images/PhaseII/2018-10-06/hFB12, CTRL, P13, 1Mcells, t175, 5-days growth, 20x.jpg",PhaseII,hFB12,,13,Control,CTRL,20,175.0,,1Mcells,,,.jpg,2,21,Control,,325.0,,37.95,0.5544192841409142,mid,,Normal,18.0,Primary Human Fibroblast (breast),58.04,0.87,379.21,26.83,10112.55,,,,203784950009_R05C01,42.78,25.33,36.98,131.37,5.4,0.54,0.656732596,True,True,False,True,True,True,3,matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSM5435181,Methylation_HC1_sp2_Normal_Control_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,325.0,HC1_sp2_Normal_Control_ox21,HC1_sp2_Normal_Control_ox21_p13,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18.0,2.0,1.0,Control,21.0,2018-10-06,11:00,,13.0,1.0,58.04166667,41.70833334,5.083333333,1.0,6.10545,2.610097632,37.95048051,46.74154655,5.0,WG6994417-MSA4,203784950009.0,R05C01,E05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435181/suppl/GSM5435181_203784950009_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435181/suppl/GSM5435181_203784950009_R05C01_Red.idat.gz,,0.0,0.0
